"rmse","mae","rsq","target_variable","mtry","min_n","tree_depth","learn_rate","loss_reduction"
7.27218177901889,5.79680021509965,0.230785231099084,"PM25_A7",25,9,15,0.0749894209332456,0.00464158883361278
8.10098348578084,6.29742879789503,0.231614093138191,"PM25_C7",25,9,15,0.0749894209332456,0.00464158883361278
8.24222867740051,6.3693881924316,0.229272872934765,"PM25_B7",25,9,15,0.0749894209332456,0.00464158883361278
9.07077755671561,7.22121912802153,0.144969724700387,"PM25_A3",25,9,15,0.0749894209332456,0.00464158883361278
10.2115888534191,7.82193653064659,0.141541212910059,"PM25_C3",25,9,15,0.0749894209332456,0.00464158883361278
10.3718250970081,7.90402820970095,0.139263539215972,"PM25_B3",25,9,15,0.0749894209332456,0.00464158883361278
11.1165810278794,8.85410766190689,0.075999645502675,"PM25_A1",25,9,15,0.0749894209332456,0.00464158883361278
12.4865113083475,9.45262005389567,0.0759751667958419,"PM25_C1",25,9,15,0.0749894209332456,0.00464158883361278
12.6899536922738,9.52078802383307,0.0753438964092472,"PM25_B1",25,9,15,0.0749894209332456,0.00464158883361278
12.7679959327956,9.57240615917965,0.0720796807822319,"PM25",25,9,15,0.0749894209332456,0.00464158883361278
