"rmse","mae","rsq","target_variable","importance_top10","mtry","min_n","tree_depth","learn_rate","loss_reduction"
6.69650395126845,5.14282929843079,0.282291006468027,"PM25_A7","temp_2m(0.4464), solar_rad(0.248), mtpi_1km(0.0437), dem(0.0262), dsm(0.0256), mtpi(0.0254), precip(0.0234), d_road(0.0197), lc_10(0.0114), lc_51(0.0114)",37,24,10,0.00681292069057962,0.127106179961475
7.52661306989213,5.53488238088108,0.271041453019079,"PM25_C7","temp_2m(0.4543), solar_rad(0.2375), mtpi_1km(0.0464), dem(0.0271), dsm(0.0259), precip(0.0257), mtpi(0.025), d_road(0.0213), lc_10(0.0117), lc_61(0.0108)",37,24,10,0.00681292069057962,0.127106179961475
7.65828248210819,5.61417936756424,0.265774980829879,"PM25_B7","temp_2m(0.4521), solar_rad(0.2371), mtpi_1km(0.0476), precip(0.029), dem(0.0269), dsm(0.0257), mtpi(0.024), d_road(0.0216), lc_61(0.0116), lc_10(0.0116)",37,24,10,0.00681292069057962,0.127106179961475
8.3728407059983,6.47767941043122,0.201880116787599,"PM25_A3","temp_2m(0.4188), solar_rad(0.2793), mtpi_1km(0.0432), precip(0.0401), dem(0.0266), dsm(0.0261), mtpi(0.0236), d_road(0.0194), lc_10(0.0109), lc_61(0.0098)",37,24,10,0.00681292069057962,0.127106179961475
9.48805363223587,6.91190115057557,0.191216125071578,"PM25_C3","temp_2m(0.4341), solar_rad(0.2574), precip(0.0471), mtpi_1km(0.0442), dem(0.0278), dsm(0.0262), mtpi(0.0239), d_road(0.0192), lc_10(0.0107), lc_61(0.0095)",37,24,10,0.00681292069057962,0.127106179961475
9.61243158647434,6.96217736278765,0.189111852749868,"PM25_B3","temp_2m(0.4379), solar_rad(0.2529), precip(0.0498), mtpi_1km(0.0465), dem(0.0282), dsm(0.0253), mtpi(0.0227), d_road(0.0204), lc_10(0.0105), lc_61(0.0099)",37,24,10,0.00681292069057962,0.127106179961475
10.3240389706126,7.97348047648647,0.131321039368019,"PM25_A1","temp_2m(0.4074), solar_rad(0.2995), precip(0.0493), mtpi_1km(0.0408), dem(0.0284), dsm(0.0245), mtpi(0.0219), d_road(0.0183), lc_10(0.0096), lc_61(0.0087)",37,24,10,0.00681292069057962,0.127106179961475
11.6693745463232,8.43080217457934,0.122845220314325,"PM25_C1","temp_2m(0.4144), solar_rad(0.2832), precip(0.0547), mtpi_1km(0.0421), dem(0.0297), dsm(0.0248), mtpi(0.0224), d_road(0.0187), lc_10(0.0101), lc_61(0.0088)",37,24,10,0.00681292069057962,0.127106179961475
11.8834807704995,8.50634822698297,0.120430652789912,"PM25_B1","temp_2m(0.4183), solar_rad(0.2791), precip(0.0565), mtpi_1km(0.0433), dem(0.0287), dsm(0.0253), mtpi(0.0216), d_road(0.02), lc_10(0.009), lc_61(0.0089)",37,24,10,0.00681292069057962,0.127106179961475
11.8937329554531,8.51084545704812,0.120173560463625,"PM25","temp_2m(0.4189), solar_rad(0.2785), precip(0.057), mtpi_1km(0.0428), dem(0.0293), dsm(0.0244), mtpi(0.0222), d_road(0.0202), lc_61(0.0091), lc_10(0.0089)",37,24,10,0.00681292069057962,0.127106179961475
