"rmse","mae","rsq","target_variable","importance_top10","mtry","min_n","tree_depth","learn_rate","loss_reduction"
12.8351290833415,9.67773239196942,0.388151940222495,"PM10_A7","temp_2m(0.4792), solar_rad(0.1802), precip(0.1), mtpi_1km(0.0519), dsm(0.0342), mtpi(0.0334), d_road(0.0327), dem(0.0223), site_type_Roadside(0.0123), lc_10(0.0054)",35,6,8,0.00865964323360065,2.48790236723884e-08
14.5111718290107,10.5136802883742,0.347444876915364,"PM10_C7","temp_2m(0.4608), solar_rad(0.1817), precip(0.0886), mtpi_1km(0.059), d_road(0.0341), dsm(0.0317), mtpi(0.0315), dem(0.0227), site_type_Roadside(0.0118), lc_10(0.0074)",37,24,10,0.00681292069057962,0.127106179961475
15.7036847510008,11.8416110678353,0.290942116288538,"PM10_A3","temp_2m(0.4278), solar_rad(0.2127), precip(0.1207), mtpi_1km(0.0497), mtpi(0.0308), dsm(0.0305), d_road(0.0291), dem(0.0218), site_type_Roadside(0.0113), lc_10(0.0065)",37,24,10,0.00681292069057962,0.127106179961475
16.2569309366042,11.2249298364722,0.328707604956024,"PM10_B7","temp_2m(0.46), solar_rad(0.1804), precip(0.0914), mtpi_1km(0.0571), d_road(0.0344), dsm(0.0314), mtpi(0.031), dem(0.0216), site_type_Roadside(0.0112), lc_10(0.0081)",37,24,10,0.00681292069057962,0.127106179961475
17.9839186748411,12.6367619957239,0.262173597584221,"PM10_C3","temp_2m(0.4207), solar_rad(0.2151), precip(0.118), mtpi_1km(0.0529), mtpi(0.031), d_road(0.0308), dsm(0.0284), dem(0.022), site_type_Roadside(0.0118), lc_10(0.0068)",37,24,10,0.00681292069057962,0.127106179961475
18.918864676489,14.2322940033556,0.211618276575751,"PM10_A1","temp_2m(0.4072), solar_rad(0.2505), precip(0.1193), mtpi_1km(0.0464), dsm(0.0287), mtpi(0.0286), d_road(0.0272), dem(0.0218), site_type_Roadside(0.0109), lc_10(0.0057)",37,24,10,0.00681292069057962,0.127106179961475
20.2712123471,13.3382007046279,0.243636135348112,"PM10_B3","temp_2m(0.4213), solar_rad(0.2181), precip(0.1157), mtpi_1km(0.0528), mtpi(0.0302), d_road(0.0296), dsm(0.0285), dem(0.0223), site_type_Roadside(0.0114), lc_10(0.0069)",37,24,10,0.00681292069057962,0.127106179961475
21.5968918932173,14.8665196017433,0.190445653901923,"PM10_C1","temp_2m(0.4), solar_rad(0.2479), precip(0.1187), mtpi_1km(0.0496), mtpi(0.0298), d_road(0.0284), dsm(0.0273), dem(0.0234), site_type_Roadside(0.0115), lc_10(0.006)",37,24,10,0.00681292069057962,0.127106179961475
25.1832376928075,15.7332961241432,0.166065491736664,"PM10_B1","temp_2m(0.3963), solar_rad(0.254), precip(0.1183), mtpi_1km(0.0476), mtpi(0.0291), d_road(0.0271), dsm(0.0264), dem(0.0237), site_type_Roadside(0.0109), lc_10(0.0063)",37,24,10,0.00681292069057962,0.127106179961475
27.5147234264198,16.7388979680089,0.121032505012367,"PM10","temp_2m(0.3903), solar_rad(0.2638), precip(0.1012), mtpi_1km(0.0439), mtpi(0.0277), dsm(0.0274), d_road(0.0269), dem(0.0262), site_type_Roadside(0.0096), lc_20(0.0074)",37,24,10,0.00681292069057962,0.127106179961475
